Date/Time,N1W1_TempNaw,N1W1_TempWyw,N1W1_WilgNaw,N1W1_WilgWyw,N1W1_TNawSP,N1W1_TZew,N1W1_WilgZew,N1W1_ChillerSter,N1W1_DowilzSter,N1W1_WymObrSter
2019-08-22 07:26:00, 20.5,-,-, 51.9,-,-,-,-,-,-
2019-08-22 07:16:00, 19.9, 24.9, 68.2, 51.8, 20.0, 17.7, 65.4,  0,  0,  0
2019-08-22 07:06:00, 19.6, 24.9, 69.5, 51.9, 20.0, 17.3, 66.3,  0,  0,  0
2019-08-22 06:56:00, 19.5, 24.8, 69.8, 52.0, 20.0, 17.0, 67.0,  0,  0,  0
2019-08-22 06:46:00, 19.7, 24.8, 69.9, 51.9, 20.0, 16.9, 67.4,  0,  0,  0
2019-08-22 06:36:00, 19.7, 24.8, 71.7, 52.3, 20.0, 16.8, 67.9,  0,  0,  6
2019-08-22 06:26:00, 19.9, 24.8, 70.7, 52.3, 20.0, 16.8, 68.5,  0,  0,  6
2019-08-22 06:16:00, 19.4, 24.8, 71.8, 52.6, 20.0, 16.7, 69.3,  0,  0,  7
2019-08-22 06:06:00, 19.1, 24.8, 73.1, 53.0, 20.0, 16.6, 70.4,  0,  0,  7
2019-08-22 05:56:00, 19.2, 24.8, 73.3, 52.8, 20.0, 16.6, 71.0,  0,  0,  6
2019-08-22 05:46:00, 19.1, 24.9, 72.6, 52.9, 20.0, 16.6, 71.0,  0,  0,  6
2019-08-22 05:36:00, 19.3, 24.9, 73.2, 53.2, 20.0, 16.5, 71.0,  0,  0,  0
2019-08-22 05:26:00, 19.3, 24.9, 72.0, 52.9, 20.0, 16.5, 71.2,  0,  0,  0
2019-08-22 05:16:00, 19.2, 24.8, 73.0, 52.9, 20.0, 16.5, 71.3,  0,  0,  0
2019-08-22 05:06:00, 19.1, 24.8, 74.0, 53.2, 20.0, 16.5, 71.4,  0,  0,  7
2019-08-22 04:56:00, 19.6, 24.8, 74.9, 53.3, 20.0, 16.4, 71.4,  0,  0, 14
2019-08-22 04:46:00, 19.8, 24.8, 75.2, 53.4, 20.0, 16.4, 71.4,  0,  0, 14
2019-08-22 04:36:00, 20.1, 24.9, 75.5, 53.5, 20.0, 16.3, 71.4,  0,  0, 16
2019-08-22 04:26:00, 20.4, 24.9, 73.5, 53.5, 20.0, 16.3, 71.4,  0,  0, 15
2019-08-22 04:16:00, 20.6, 24.9, 72.0, 53.7, 20.0, 16.3, 71.4,  0,  0, 16
2019-08-22 04:06:00, 20.6, 24.9, 70.2, 53.4, 20.0, 16.2, 71.4,  0,  0,  2
2019-08-22 03:56:00, 19.9, 24.8, 72.4, 53.3, 20.0, 16.2, 71.4,  0,  0,  0
2019-08-22 03:46:00, 19.2, 24.8, 73.8, 53.3, 20.0, 16.2, 71.4,  0,  0,  2
2019-08-22 03:36:00, 20.4, 24.8, 73.0, 53.7, 20.0, 16.2, 71.4,  0,  0, 19
2019-08-22 03:26:00, 20.3, 24.8, 71.0, 53.6, 20.0, 16.2, 71.4,  0,  0,  3
2019-08-22 03:16:00, 20.3, 24.8, 71.9, 53.8, 20.0, 16.3, 71.4,  0,  0, 19
2019-08-22 03:06:00, 20.5, 24.8, 71.6, 53.8, 20.0, 16.4, 71.4,  0,  0, 10
2019-08-22 02:56:00, 20.4, 24.8, 70.1, 54.2, 20.0, 16.5, 71.4,  0,  0,  2
2019-08-22 02:46:00, 19.1, 24.8, 74.7, 54.0, 20.0, 16.7, 71.4,  0,  0,  0
2019-08-22 02:36:00, 19.3, 24.8, 77.0, 54.1, 20.0, 16.8, 71.4,  0,  0, 13
2019-08-22 02:26:00, 19.6, 24.8, 77.4, 54.2, 20.0, 16.8, 71.4,  0,  0, 13
2019-08-22 02:16:00, 19.7, 24.8, 77.3, 54.3, 20.0, 16.9, 71.4,  0,  0, 12
2019-08-22 02:06:00, 19.6, 24.8, 77.2, 54.1, 20.0, 17.0, 71.4,  0,  0, 12
2019-08-22 01:56:00, 19.2, 24.8, 77.0, 54.2, 20.0, 17.0, 71.4,  0,  0,  7
2019-08-22 01:46:00, 19.3, 24.8, 76.4, 54.1, 20.0, 17.1, 71.3,  0,  0,  0
2019-08-22 01:36:00, 19.4, 24.7, 74.9, 54.0, 20.0, 17.2, 71.1,  0,  0,  0
2019-08-22 01:26:00, 19.4, 24.7, 74.9, 54.2, 20.0, 17.2, 70.7,  0,  0,  0
2019-08-22 01:16:00, 19.7, 24.7, 74.1, 54.1, 20.0, 17.3, 70.2,  0,  0,  0
2019-08-22 01:06:00, 19.7, 24.7, 73.1, 54.3, 20.0, 17.4, 69.7,  0,  0,  0
2019-08-22 00:56:00, 19.7, 24.7, 73.8, 54.1, 20.0, 17.5, 69.3,  0,  0,  0
2019-08-22 00:46:00, 19.6, 24.7, 75.1, 54.0, 20.0, 17.6, 69.0,  0,  0,  0
2019-08-22 00:36:00, 20.5, 24.7, 74.7, 54.1, 20.0, 17.7, 68.7,  0,  0,  5
2019-08-22 00:26:00, 20.3, 24.7, 71.7, 54.2, 20.0, 17.8, 68.3,  0,  0,  0
2019-08-22 00:16:00, 19.8, 24.6, 73.4, 54.1, 20.0, 17.8, 68.0,  0,  0,  0
2019-08-22 00:06:00, 19.5, 24.6, 75.3, 54.5, 20.0, 17.9, 67.7,  0,  0,  0
2019-08-21 23:56:00, 19.5, 24.6, 75.5, 54.6, 20.0, 18.0, 67.4,  0,  0,  0
2019-08-21 23:46:00, 19.7, 24.5, 75.2, 54.7, 20.0, 18.0, 67.1,  0,  0,  6
2019-08-21 23:36:00, 21.0, 24.5, 71.9, 54.7, 20.0, 18.1, 67.0,  0,  0,  0
2019-08-21 23:26:00, 19.9, 24.5, 73.2, 54.6, 20.0, 18.2, 66.8,  0,  0,  0
2019-08-21 23:16:00, 19.5, 24.5, 74.8, 54.8, 20.0, 18.2, 66.6,  0,  0,  0
2019-08-21 23:06:00, 19.5, 24.5, 75.2, 54.6, 20.0, 18.2, 66.1,  0,  0,  4
2019-08-21 22:56:00, 20.8, 24.5, 72.0, 54.5, 20.0, 18.3, 65.8,  0,  0,  3
2019-08-21 22:46:00, 19.9, 24.5, 73.4, 54.6, 20.0, 18.4, 65.5,  0,  0,  0
2019-08-21 22:36:00, 20.5, 24.6, 74.0, 54.2, 20.0, 18.4, 65.4,  0,  0,  6
2019-08-21 22:26:00, 20.8, 24.6, 70.7, 54.4, 20.0, 18.5, 65.3,  0,  0,  1
2019-08-21 22:16:00, 19.8, 24.6, 73.1, 54.8, 20.0, 18.6, 65.3,  0,  0,  0
2019-08-21 22:06:00, 19.6, 24.6, 74.3, 54.8, 20.0, 18.5, 65.3,  0,  0,  0
2019-08-21 21:56:00, 20.4, 24.6, 72.9, 54.7, 20.0, 18.5, 65.3,  0,  0,  5
2019-08-21 21:46:00, 20.0, 24.6, 72.7, 54.9, 20.0, 18.6, 65.3,  0,  0,  0
2019-08-21 21:36:00, 19.4, 24.6, 76.4, 54.8, 20.0, 18.7, 65.4,  0,  0,  1
2019-08-21 21:26:00, 21.0, 24.7, 72.3, 54.6, 20.0, 18.7, 65.9,  0,  0,  2
2019-08-21 21:16:00, 19.9, 24.7, 73.0, 55.0, 20.0, 18.7, 66.3,  0,  0,  0
2019-08-21 21:06:00, 19.7, 24.7, 75.4, 54.9, 20.0, 18.8, 66.7,  0,  0,  0
2019-08-21 20:56:00, 20.1, 24.7, 77.0, 54.9, 20.0, 18.8, 67.0,  0,  0,  0
2019-08-21 20:46:00, 20.0, 24.8, 75.4, 54.9, 20.0, 18.8, 66.9,  0,  0,  0
2019-08-21 20:36:00, 20.3, 24.9, 73.6, 54.3, 20.0, 18.9, 66.8,  0,  0,  0
2019-08-21 20:26:00, 21.0, 25.1, 72.2, 54.2, 20.0, 18.9, 66.5,  0,  0,  0
2019-08-21 20:16:00, 20.3, 25.2, 72.9, 54.1, 20.0, 18.9, 66.3,  0,  0,  1
2019-08-21 20:06:00, 19.8, 25.2, 75.6, 54.4, 20.0, 19.0, 66.1,  0,  0,  0
2019-08-21 19:56:00, 20.0, 25.2, 75.3, 54.2, 20.0, 19.0, 65.8,  0,  0,  0
2019-08-21 19:46:00, 20.0, 25.2, 74.9, 54.3, 20.0, 19.1, 65.6,  0,  0,  0
2019-08-21 19:36:00, 21.7, 25.1, 68.8, 54.3, 20.0, 19.1, 65.2,  0,  0, 32
2019-08-21 19:26:00, 19.0, 25.2, 93.4, 54.2, 20.0, 19.1, 64.9,  0,  0,100
2019-08-21 19:16:00, 20.4, 25.2, 72.8, 54.6, 20.0, 19.1, 64.5,  0,  0,  0
2019-08-21 19:06:00, 21.7, 25.2, 69.6, 54.9, 20.0, 19.2, 64.2,  0,  0, 57
2019-08-21 18:56:00, 16.9, 25.2, 87.2, 54.7, 20.0, 19.3, 64.3,  0,  0, 27
2019-08-21 18:46:00, 20.4, 25.2, 73.1, 54.5, 20.0, 19.4, 64.9,  0,  0,  0
2019-08-21 18:36:00, 21.5, 25.2, 72.3, 54.4, 20.0, 19.4, 65.1,  0,  0, 93
2019-08-21 18:26:00, 15.3, 25.1, 67.1, 54.7, 20.0, 19.4, 64.7,  0,  0,  0
2019-08-21 18:16:00, 20.5, 25.1, 70.8, 54.8, 20.0, 19.4, 64.2,  0,  0,  0
2019-08-21 18:06:00, 21.1, 25.1, 73.8, 54.8, 20.0, 19.5, 63.7,  0,  0,100
2019-08-21 17:56:00, 19.1, 25.1, 60.9, 54.6, 20.0, 19.6, 63.2,  0,  0,  0
2019-08-21 17:46:00, 21.9, 25.1, 68.8, 54.8, 20.0, 19.7, 62.6,  0,  0, 24
2019-08-21 17:36:00, 18.3, 25.1, 94.5, 54.9, 20.0, 19.9, 62.1,  0,  0, 70
2019-08-21 17:26:00, 21.6, 25.0, 69.6, 55.0, 20.0, 20.3, 61.6,  0,  0,  0
2019-08-21 17:16:00, 19.2, 25.0, 91.8, 54.7, 20.0, 20.5, 61.2,  0,  0,100
2019-08-21 17:06:00, 21.4, 25.0, 66.9, 54.8, 20.0, 20.6, 61.0,  0,  0,  0
2019-08-21 16:56:00, 19.3, 25.0, 92.2, 54.8, 20.0, 20.6, 60.9,  0,  0,100
2019-08-21 16:46:00, 21.2, 25.0, 67.8, 54.9, 20.0, 20.6, 60.9,  0,  0,  0
2019-08-21 16:36:00, 19.6, 25.0, 88.5, 54.8, 20.0, 20.6, 60.7,  0,  0,100
2019-08-21 16:26:00, 21.3, 25.0, 68.0, 54.8, 20.0, 20.7, 60.2,  0,  0,  0
2019-08-21 16:16:00, 19.7, 24.9, 87.0, 54.7, 20.0, 20.7, 60.0,  0,  0,100
2019-08-21 16:06:00, 21.5, 24.8, 65.7, 55.1, 20.0, 20.8, 59.9,  0,  0,  0
2019-08-21 15:56:00, 18.9, 24.8, 93.0, 55.6, 20.0, 20.7, 59.6,  0,  0,100
2019-08-21 15:46:00, 22.3, 24.8, 64.9, 55.5, 20.0, 20.5, 58.8,  0,  0,  0
2019-08-21 15:36:00, 17.2, 24.8, 89.2, 55.5, 20.0, 20.4, 58.7,  0,  0, 46
2019-08-21 15:26:00, 22.0, 24.8, 68.0, 55.7, 20.0, 20.5, 59.3,  0,  0, 63
2019-08-21 15:16:00, 16.5, 24.7, 62.5, 56.0, 20.0, 20.5, 60.0,  0,  0,  0
2019-08-21 15:06:00, 21.6, 24.7, 71.8, 56.1, 20.0, 20.4, 60.8,  0,  0, 97
2019-08-21 14:56:00, 19.4, 24.7, 58.7, 56.6, 20.0, 20.2, 61.7,  0,  0,  0
2019-08-21 14:46:00, 21.4, 24.7, 74.0, 56.4, 20.0, 19.9, 62.8,  0,  0,100
2019-08-21 14:36:00, 19.7, 24.7, 59.1, 56.2, 20.0, 19.6, 63.7,  0,  0,  0
2019-08-21 14:26:00, 21.6, 24.7, 69.4, 56.8, 20.0, 19.3, 64.4,  0,  0, 69
2019-08-21 14:16:00, 17.4, 24.7, 92.0, 56.8, 20.0, 19.2, 64.5,  0,  0, 42
2019-08-21 14:06:00, 20.3, 24.7, 72.1, 56.8, 20.0, 19.4, 63.7,  0,  0,  0
2019-08-21 13:56:00, 21.2, 24.7, 74.1, 57.7, 20.0, 19.5, 63.3,  0,  0, 91
2019-08-21 13:46:00, 18.7, 24.7, 59.1, 56.9, 20.0, 19.6, 63.5,  0,  0,  0
2019-08-21 13:36:00, 21.7, 24.7, 70.5, 57.4, 20.0, 19.7, 63.5,  0,  0, 59
2019-08-21 13:26:00, 16.7, 24.8, 85.2, 57.9, 20.0, 19.8, 63.2,  0,  0, 22
2019-08-21 13:16:00, 22.0, 24.8, 68.5, 57.5, 20.0, 19.9, 63.3,  0,  0, 11
2019-08-21 13:06:00, 18.5, 24.7, 95.4, 58.0, 20.0, 20.0, 64.0,  0,  0, 66
2019-08-21 12:56:00, 21.8, 24.7, 69.1, 58.2, 20.0, 20.2, 63.9,  0,  0,  0
2019-08-21 12:46:00, 18.9, 24.8, 94.9, 58.2, 20.0, 20.5, 62.6,  0,  0, 98
2019-08-21 12:36:00, 21.9, 24.8, 68.8, 58.4, 20.0, 20.5, 62.7,  0,  0,  0
2019-08-21 12:26:00, 19.1, 24.8, 95.1, 58.0, 20.0, 20.2, 65.0,  0,  0,100
2019-08-21 12:16:00, 20.6, 24.8, 74.3, 59.1, 20.0, 19.8, 66.8,  0,  0,  0
2019-08-21 12:06:00, 20.1, 24.8, 77.7, 59.4, 20.0, 19.3, 67.7,  0,  0,  0
2019-08-21 11:56:00, 20.7, 24.8, 75.9, 59.4, 20.0, 18.9, 68.6,  0,  0,  2
2019-08-21 11:46:00, 19.9, 24.7, 78.2, 59.3, 20.0, 18.7, 69.2,  0,  0,  0
2019-08-21 11:36:00, 19.6, 24.7, 80.1, 59.8, 20.0, 18.6, 70.0,  0,  0,  3
2019-08-21 11:26:00, 20.8, 24.8, 77.6, 59.9, 20.0, 18.6, 70.9,  0,  0,  3
2019-08-21 11:16:00, 20.4, 24.8, 77.9, 60.3, 20.0, 18.6, 71.4,  0,  0,  0
2019-08-21 11:06:00, 19.7, 24.8, 82.7, 60.0, 20.0, 18.9, 71.4,  0,  0,  0
2019-08-21 10:56:00, 19.7, 24.8, 82.6, 60.5, 20.0, 19.1, 71.1,  0,  0,  0
2019-08-21 10:46:00, 20.0, 24.8, 81.8, 60.9, 20.0, 19.1, 70.3,  0,  0,  0
2019-08-21 10:36:00, 20.3, 24.7, 80.0, 60.3, 20.0, 19.1, 70.1,  0,  0,  0
2019-08-21 10:26:00, 20.4, 24.7, 77.8, 60.5, 20.0, 18.9, 70.9,  0,  0,  0
2019-08-21 10:16:00, 19.7, 24.7, 81.8, 60.7, 20.0, 18.8, 71.4,  0,  0,  0
2019-08-21 10:06:00, 20.8, 24.7, 80.1, 61.0, 20.0, 18.6, 71.4,  0,  0,  3
2019-08-21 09:56:00, 20.1, 24.7, 79.2, 61.2, 20.0, 18.5, 71.4,  0,  0,  0
2019-08-21 09:46:00, 19.7, 24.7, 82.3, 61.3, 20.0, 18.5, 71.4,  0,  0,  0
2019-08-21 09:36:00, 20.4, 24.7, 81.2, 61.7, 20.0, 18.4, 71.4,  0,  0,  5
2019-08-21 09:26:00, 20.0, 24.7, 81.1, 62.5, 20.0, 18.4, 71.4,  0,  0,  0
2019-08-21 09:16:00, 19.6, 24.7, 83.1, 62.5, 20.0, 18.4, 71.4,  0,  0,  0
2019-08-21 09:06:00, 19.7, 24.7, 85.3, 62.5, 20.0, 18.6, 71.4,  0,  0,  5
2019-08-21 08:56:00, 19.8, 24.7, 85.4, 63.8, 20.0, 18.7, 71.4,  0,  0,  0
2019-08-21 08:46:00, 20.0, 24.7, 84.7, 63.4, 20.0, 18.9, 71.4,  0,  0,  0
2019-08-21 08:36:00, 20.9, 24.6, 78.8, 63.8, 20.0, 19.0, 71.4,  0,  0,  0
2019-08-21 08:26:00, 20.6, 24.6, 92.3, 64.4, 20.0, 19.0, 71.4,  0,  0, 85
2019-08-21 08:16:00, 15.9, 24.6, 75.0, 64.1, 20.0, 19.1, 71.4,  0,  0,  0
2019-08-21 08:06:00, 20.8, 24.7, 80.3, 64.7, 20.0, 19.3, 71.4,  0,  0,  0
2019-08-21 07:56:00, 20.1, 24.7, 97.7, 64.4, 20.0, 19.4, 71.4,  0,  0, 64
2019-08-21 07:46:00, 17.7, 24.7, 68.5, 64.9, 20.0, 19.5, 71.4,  0,  0,  0
2019-08-21 07:36:00, 21.7, 24.7, 84.4, 65.5, 20.0, 19.6, 71.4,  0,  0, 18
2019-08-21 07:26:00, 19.6, 24.7, 98.5, 65.1, 20.0, 19.9, 71.4,  0,  0, 46
2019-08-21 07:16:00, 20.8, 24.7, 87.7, 65.8, 20.0, 20.1, 71.4,  0,  0,  0
2019-08-21 07:06:00, 20.4, 24.7, 99.1, 66.2, 20.0, 20.4, 71.4,  0,  0, 22
2019-08-21 06:56:00, 18.9, 24.7, 74.1, 66.9, 20.0, 20.6, 71.4,  0,  0,  0
2019-08-21 06:46:00, 20.8, 24.7, 99.1, 66.3, 20.0, 20.6, 71.4,  0,  0,  0
2019-08-21 06:36:00, 17.9, 24.7, 88.6, 66.7, 20.0, 20.6, 71.4,  0,  0,  7
2019-08-21 06:26:00, 20.4, 24.7, 98.4, 67.0, 20.0, 20.6, 71.4,  0,  0,  0
2019-08-21 06:16:00, 20.3, 24.7, 99.8, 66.9, 20.0, 20.6, 71.4,  0,  0,  0
2019-08-21 06:06:00, 20.7, 24.7,100.0, 67.2, 20.0, 20.7, 71.4,  0,  0,  0
2019-08-21 05:56:00, 20.5, 24.7, 99.8, 67.0, 20.0, 20.8, 71.4,  0,  0,  0
2019-08-21 05:46:00, 20.7, 24.7,100.0, 67.2, 20.0, 20.8, 71.4,  0,  0,  0
2019-08-21 05:36:00, 20.4, 24.7, 99.9, 66.7, 20.0, 20.8, 71.4,  0,  0,  0
2019-08-21 05:26:00, 20.7, 24.7,100.0, 66.6, 20.0, 20.8, 71.4,  0,  0,  0
2019-08-21 05:16:00, 19.9, 24.7, 99.7, 67.3, 20.0, 20.8, 71.4,  0,  0, 22
2019-08-21 05:06:00, 20.5, 24.7,100.0, 67.0, 20.0, 20.7, 71.4,  0,  0,  0
2019-08-21 04:56:00, 17.2, 24.6, 86.1, 66.8, 20.0, 20.6, 71.4,  0,  0,  0
2019-08-21 04:46:00, 20.5, 24.6,100.0, 66.9, 20.0, 20.6, 71.4,  0,  0,  0
2019-08-21 04:36:00, 20.1, 24.6, 99.4, 66.8, 20.0, 20.5, 71.4,  0,  0, 13
2019-08-21 04:26:00, 20.5, 24.7, 99.7, 67.3, 20.0, 20.5, 71.4,  0,  0,  0
2019-08-21 04:16:00, 20.4, 24.7, 99.9, 66.7, 20.0, 20.5, 71.4,  0,  0,  1
2019-08-21 04:06:00, 20.0, 24.7, 96.4, 66.6, 20.0, 20.5, 71.4,  0,  0,  0
2019-08-21 03:56:00, 20.4, 24.7,100.0, 66.7, 20.0, 20.4, 71.4,  0,  0,  0
2019-08-21 03:46:00, 20.1, 24.7, 99.4, 66.8, 20.0, 20.4, 71.4,  0,  0, 14
2019-08-21 03:36:00, 20.6, 24.7, 99.0, 66.4, 20.0, 20.4, 71.4,  0,  0,  0
2019-08-21 03:26:00, 20.5, 24.7, 99.8, 66.6, 20.0, 20.4, 71.4,  0,  0,  1
2019-08-21 03:16:00, 20.7, 24.7, 97.4, 66.9, 20.0, 20.4, 71.4,  0,  0,  0
2019-08-21 03:06:00, 20.5, 24.7, 99.5, 67.0, 20.0, 20.4, 71.4,  0,  0,  0
2019-08-21 02:56:00, 19.7, 24.7, 98.5, 66.5, 20.0, 20.4, 71.4,  0,  0, 24
2019-08-21 02:46:00, 20.5, 24.7, 99.1, 66.3, 20.0, 20.4, 71.4,  0,  0,  0
2019-08-21 02:36:00, 20.3, 24.7, 99.7, 66.7, 20.0, 20.3, 71.4,  0,  0,  0
2019-08-21 02:26:00, 18.5, 24.7, 91.8, 66.9, 20.0, 20.3, 71.4,  0,  0,  0
2019-08-21 02:16:00, 20.4, 24.7, 99.9, 66.3, 20.0, 20.3, 71.4,  0,  0,  0
2019-08-21 02:06:00, 19.2, 24.7, 96.9, 66.9, 20.0, 20.4, 71.4,  0,  0, 17
2019-08-21 01:56:00, 20.4, 24.7,100.0, 66.8, 20.0, 20.4, 71.4,  0,  0,  0
2019-08-21 01:46:00, 19.3, 24.8, 97.0, 67.3, 20.0, 20.5, 71.4,  0,  0, 17
2019-08-21 01:36:00, 20.6, 24.8,100.0, 66.6, 20.0, 20.5, 71.4,  0,  0,  0
2019-08-21 01:26:00, 17.2, 24.8, 87.4, 66.8, 20.0, 20.5, 71.4,  0,  0,  0
2019-08-21 01:16:00, 20.6, 24.8,100.0, 66.5, 20.0, 20.6, 71.4,  0,  0,  0
2019-08-21 01:06:00, 18.2, 24.8, 93.1, 66.9, 20.0, 20.7, 71.4,  0,  0,  0
2019-08-21 00:56:00, 20.5, 24.8, 99.9, 66.5, 20.0, 20.8, 71.4,  0,  0,  0
2019-08-21 00:46:00, 20.8, 24.8,100.0, 66.9, 20.0, 20.8, 71.4,  0,  0,  0
2019-08-21 00:36:00, 20.4, 24.8, 99.6, 66.8, 20.0, 20.9, 71.4,  0,  0,  5
2019-08-21 00:26:00, 20.6, 24.8,100.0, 67.0, 20.0, 21.0, 71.4,  0,  0,  0
2019-08-21 00:16:00, 18.4, 24.8, 93.6, 67.3, 20.0, 21.0, 71.4,  0,  0,  0
2019-08-21 00:06:00, 20.6, 24.8, 99.4, 65.8, 20.0, 21.1, 71.4,  0,  0,  0
2019-08-20 23:56:00, 20.7, 24.8,100.0, 66.5, 20.0, 21.2, 71.4,  0,  0,  0
2019-08-20 23:46:00, 20.8, 24.8,100.0, 67.0, 20.0, 21.2, 71.4,  0,  0,  0
2019-08-20 23:36:00, 19.3, 24.8, 97.0, 66.5, 20.0, 21.2, 71.4,  0,  0, 18
2019-08-20 23:26:00, 20.7, 24.8, 99.7, 66.5, 20.0, 21.1, 71.4,  0,  0,  0
2019-08-20 23:16:00, 20.8, 24.8,100.0, 66.8, 20.0, 21.1, 71.4,  0,  0,  0
2019-08-20 23:06:00, 18.8, 24.8, 94.4, 66.6, 20.0, 21.2, 71.4,  0,  0,  0
2019-08-20 22:56:00, 20.5, 24.8, 99.6, 66.4, 20.0, 21.2, 71.4,  0,  0,  0
2019-08-20 22:46:00, 20.7, 24.7,100.0, 65.8, 20.0, 21.2, 71.4,  0,  0,  0
2019-08-20 22:36:00, 20.5, 24.6, 98.5, 65.5, 20.0, 21.2, 71.4,  0,  0,  0
2019-08-20 22:26:00, 17.6, 24.7, 93.3, 65.5, 20.0, 21.2, 71.4,  0,  0,  0
2019-08-20 22:16:00, 20.4, 24.7,100.0, 66.1, 20.0, 21.3, 71.4,  0,  0, 14
2019-08-20 22:06:00, 20.8, 24.8,100.0, 65.5, 20.0, 21.3, 71.4,  0,  0,  0
2019-08-20 21:56:00, 20.9, 24.8, 99.9, 65.6, 20.0, 21.3, 71.4,  0,  0,  0
2019-08-20 21:46:00, 21.0, 24.8,100.0, 65.7, 20.0, 21.4, 71.4,  0,  0,  0
2019-08-20 21:36:00, 21.2, 24.8,100.0, 65.8, 20.0, 21.5, 71.4,  0,  0,  0
2019-08-20 21:26:00, 21.2, 24.8,100.0, 66.9, 20.0, 21.6, 71.4,  0,  0,  0
2019-08-20 21:16:00, 21.1, 24.9,100.0, 66.8, 20.0, 21.7, 71.4,  0,  0,  0
2019-08-20 21:06:00, 20.9, 25.0,100.0, 66.4, 20.0, 21.8, 71.4,  0,  0,  0
2019-08-20 20:56:00, 19.0, 25.0,100.0, 66.6, 20.0, 21.8, 71.4,  0,  0,  6
2019-08-20 20:46:00, 18.2, 25.0, 96.4, 66.8, 20.0, 21.9, 71.4,  0,  0,  0
2019-08-20 20:36:00, 19.7, 25.0, 95.3, 66.7, 20.0, 22.0, 71.4,  0,  0,  0
2019-08-20 20:26:00, 21.4, 24.9,100.0, 65.4, 20.0, 22.0, 71.4,  0,  0,  0
2019-08-20 20:16:00, 21.3, 24.9,100.0, 66.0, 20.0, 22.1, 71.4,  0,  0,  0
2019-08-20 20:06:00, 20.4, 24.9,100.0, 66.1, 20.0, 22.1, 71.4,  0,  0, 19
2019-08-20 19:56:00, 18.0, 25.0, 97.0, 66.1, 20.0, 22.2, 71.4,  0,  0,  0
2019-08-20 19:46:00, 18.7, 24.9, 95.7, 65.8, 20.0, 22.4, 71.4,  0,  0,  0
2019-08-20 19:36:00, 20.5, 24.9, 96.5, 65.8, 20.0, 22.5, 71.4,  0,  0,  0
2019-08-20 19:26:00, 21.8, 25.0,100.0, 65.5, 20.0, 22.6, 71.4,  0,  0,  0
2019-08-20 19:16:00, 22.0, 25.0,100.0, 65.5, 20.0, 22.7, 71.4,  0,  0,  0
2019-08-20 19:06:00, 21.9, 24.9,100.0, 65.4, 20.0, 22.8, 71.4,  0,  0,  0
2019-08-20 18:56:00, 21.9, 24.9,100.0, 65.2, 20.0, 23.0, 70.4,  0,  0,  0
2019-08-20 18:46:00, 21.7, 24.8,100.0, 64.5, 20.0, 23.5, 68.2,  0,  0,  0
2019-08-20 18:36:00, 22.0, 24.8, 99.4, 64.5, 20.0, 23.9, 66.3,  0,  0,  0
2019-08-20 18:26:00, 21.8, 24.8, 99.3, 64.2, 20.0, 24.2, 64.9,  0,  0,100
2019-08-20 18:16:00, 21.3, 24.8, 98.8, 64.2, 20.0, 24.4, 64.0,  0,  0,100
2019-08-20 18:06:00, 21.6, 24.8, 98.8, 63.9, 20.0, 24.4, 64.0,  0,  0,100
2019-08-20 17:56:00, 21.6, 24.8, 99.0, 64.1, 20.0, 24.5, 64.0,  0,  0,100
2019-08-20 17:46:00, 21.8, 24.8, 98.9, 64.1, 20.0, 24.5, 64.0,  0,  0,100
2019-08-20 17:36:00, 21.9, 24.8, 99.0, 64.6, 20.0, 24.6, 64.1,  0,  0,100
2019-08-20 17:26:00, 21.4, 24.8, 97.4, 64.3, 20.0, 24.7, 64.4,  0,  0,100
2019-08-20 17:16:00, 19.6, 24.8, 93.6, 64.4, 20.0, 24.8, 64.5,  0,  0,100
2019-08-20 17:06:00, 18.7, 24.7, 89.2, 64.2, 20.0, 25.0, 64.2,  0,  0,100
2019-08-20 16:56:00, 18.4, 24.7, 87.8, 63.7, 20.0, 25.3, 63.3,  0,  0,100
2019-08-20 16:46:00, 20.1, 24.7, 95.4, 63.2, 20.0, 25.6, 61.5,  0,  0,100
2019-08-20 16:36:00, 21.7, 24.7, 99.1, 63.8, 20.0, 25.8, 60.1,  0,  0,100
2019-08-20 16:26:00, 22.0, 24.7, 98.7, 63.1, 20.0, 25.7, 59.1,  0,  0,100
2019-08-20 16:16:00, 19.5, 24.7, 85.2, 63.3, 20.0, 25.7, 58.3,  0,  0,100
2019-08-20 16:06:00, 18.8, 24.7, 83.9, 63.6, 20.0, 25.8, 57.7,  0,  0,100
2019-08-20 15:56:00, 18.5, 24.7, 86.9, 63.1, 20.0, 25.9, 57.3,  0,  0,100
2019-08-20 15:46:00, 21.7, 24.8, 98.5, 63.2, 20.0, 26.0, 57.2,  0,  0,100
2019-08-20 15:36:00, 20.7, 24.8, 90.3, 63.0, 20.0, 26.0, 56.8,  0,  0,100
2019-08-20 15:26:00, 18.9, 24.8, 84.7, 62.4, 20.0, 26.0, 56.0,  0,  0,100
2019-08-20 15:16:00, 20.2, 24.7, 94.7, 63.0, 20.0, 26.0, 55.9,  0,  0,100
2019-08-20 15:06:00, 22.0, 24.7, 98.0, 62.2, 20.0, 25.9, 56.8,  0,  0,100
2019-08-20 14:56:00, 20.5, 24.7, 88.8, 62.5, 20.0, 25.8, 57.2,  0,  0,100
