Network: Continuum
CX/bCX Model: 5740
CX/bCX Firmware Version: 1100052
CX/bCX IP Address: 10.167.152.121
CX/bCX Enode ID: 21

Line	Level	Time Stamp	Error Code	TCB Addr	Prg Cntr	Data1	Data2
1732	E	08/08/2019 08:56:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1733	E	08/08/2019 08:56:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1734	E	08/08/2019 08:56:24.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1736	E	08/08/2019 09:01:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1737	E	08/08/2019 09:01:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1738	E	08/08/2019 09:01:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1739	E	08/08/2019 09:01:25.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1741	E	08/08/2019 09:06:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1742	E	08/08/2019 09:06:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1743	E	08/08/2019 09:06:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1744	E	08/08/2019 09:06:25.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1746	E	08/08/2019 09:11:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1747	E	08/08/2019 09:11:24.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1748	E	08/08/2019 09:11:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1749	E	08/08/2019 09:11:25.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1751	E	08/08/2019 09:16:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1752	E	08/08/2019 09:16:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1753	E	08/08/2019 09:16:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1754	E	08/08/2019 09:16:25.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1756	E	08/08/2019 09:21:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1757	E	08/08/2019 09:21:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1758	E	08/08/2019 09:21:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1759	E	08/08/2019 09:21:25.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1761	E	08/08/2019 09:26:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1762	E	08/08/2019 09:26:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1763	E	08/08/2019 09:26:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1764	E	08/08/2019 09:26:25.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1766	E	08/08/2019 09:31:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1767	E	08/08/2019 09:31:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1768	E	08/08/2019 09:31:25.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1769	E	08/08/2019 09:31:26.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1771	E	08/08/2019 09:36:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1772	E	08/08/2019 09:36:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1773	E	08/08/2019 09:36:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1774	E	08/08/2019 09:36:26.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1776	E	08/08/2019 09:42:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1777	E	08/08/2019 09:42:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1778	E	08/08/2019 09:42:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1779	E	08/08/2019 09:42:32.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1781	E	08/08/2019 09:46:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1782	E	08/08/2019 09:46:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1783	E	08/08/2019 09:46:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1784	E	08/08/2019 09:46:27.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1786	E	08/08/2019 09:51:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1787	E	08/08/2019 09:51:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1788	E	08/08/2019 09:51:26.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1789	E	08/08/2019 09:51:27.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1791	E	08/08/2019 10:11:27.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1792	E	08/08/2019 10:11:27.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1793	E	08/08/2019 10:11:27.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1794	E	08/08/2019 10:11:28.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1796	E	08/08/2019 10:16:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1797	E	08/08/2019 10:16:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1798	E	08/08/2019 10:16:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1799	E	08/08/2019 10:16:28.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1801	E	08/08/2019 10:21:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1802	E	08/08/2019 10:21:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1803	E	08/08/2019 10:21:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1804	E	08/08/2019 10:21:28.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1806	E	08/08/2019 10:26:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1807	E	08/08/2019 10:26:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1808	E	08/08/2019 10:26:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1809	E	08/08/2019 10:26:28.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1811	E	08/08/2019 10:31:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1812	E	08/08/2019 10:31:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1813	E	08/08/2019 10:31:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1814	E	08/08/2019 10:31:29.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1816	E	08/08/2019 10:36:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1817	E	08/08/2019 10:36:28.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1818	E	08/08/2019 10:36:29.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1819	E	08/08/2019 10:36:29.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1820	E	08/08/2019 10:38:00.00 	0x00001c0c	0x0821be00	0x01921484	0x00000803	0x0000026c
1822	E	08/08/2019 10:38:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1823	E	08/08/2019 10:38:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1824	E	08/08/2019 10:38:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1825	E	08/08/2019 10:38:01.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1827	E	08/08/2019 10:41:29.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1828	E	08/08/2019 10:41:29.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1829	E	08/08/2019 10:41:29.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1830	E	08/08/2019 10:41:29.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1832	E	08/08/2019 10:46:29.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1833	E	08/08/2019 10:46:29.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1834	E	08/08/2019 10:46:29.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1835	E	08/08/2019 10:46:29.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1837	E	08/08/2019 10:51:29.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1838	E	08/08/2019 10:51:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1839	E	08/08/2019 10:51:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1840	E	08/08/2019 10:51:30.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1842	E	08/08/2019 10:56:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1843	E	08/08/2019 10:56:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1844	E	08/08/2019 10:56:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1845	E	08/08/2019 10:56:30.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1847	E	08/08/2019 11:01:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1848	E	08/08/2019 11:01:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1849	E	08/08/2019 11:01:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1850	E	08/08/2019 11:01:30.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1852	E	08/08/2019 11:06:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1853	E	08/08/2019 11:06:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1854	E	08/08/2019 11:06:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1855	E	08/08/2019 11:06:31.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1857	E	08/08/2019 11:16:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1858	E	08/08/2019 11:16:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1859	E	08/08/2019 11:16:30.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1860	E	08/08/2019 11:16:31.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1862	E	08/08/2019 11:21:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1863	E	08/08/2019 11:21:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1864	E	08/08/2019 11:21:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1865	E	08/08/2019 11:21:31.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1867	E	08/08/2019 11:26:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1868	E	08/08/2019 11:26:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1869	E	08/08/2019 11:26:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1870	E	08/08/2019 11:26:31.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1872	E	08/08/2019 11:31:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1873	E	08/08/2019 11:31:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1874	E	08/08/2019 11:31:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1875	E	08/08/2019 11:31:32.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1877	E	08/08/2019 11:36:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1878	E	08/08/2019 11:36:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1879	E	08/08/2019 11:36:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1880	E	08/08/2019 11:36:32.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1882	E	08/08/2019 11:41:31.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1883	E	08/08/2019 11:41:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1884	E	08/08/2019 11:41:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1885	E	08/08/2019 11:41:32.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1887	E	08/08/2019 11:46:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1888	E	08/08/2019 11:46:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1889	E	08/08/2019 11:46:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1890	E	08/08/2019 11:46:32.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1892	E	08/08/2019 11:51:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1893	E	08/08/2019 11:51:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1894	E	08/08/2019 11:51:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1895	E	08/08/2019 11:51:33.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1897	E	08/08/2019 11:56:32.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1898	E	08/08/2019 11:56:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1899	E	08/08/2019 11:56:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1900	E	08/08/2019 11:56:33.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1902	E	08/08/2019 12:01:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1903	E	08/08/2019 12:01:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1904	E	08/08/2019 12:01:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1905	E	08/08/2019 12:01:33.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1907	E	08/08/2019 12:06:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1908	E	08/08/2019 12:06:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1909	E	08/08/2019 12:06:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1910	E	08/08/2019 12:06:33.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1912	E	08/08/2019 12:11:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1913	E	08/08/2019 12:11:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1914	E	08/08/2019 12:11:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1915	E	08/08/2019 12:11:33.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1917	E	08/08/2019 12:16:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1918	E	08/08/2019 12:16:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1919	E	08/08/2019 12:16:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1920	E	08/08/2019 12:16:33.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1922	E	08/08/2019 12:21:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1923	E	08/08/2019 12:21:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1924	E	08/08/2019 12:21:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1925	E	08/08/2019 12:21:34.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1927	E	08/08/2019 12:26:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1928	E	08/08/2019 12:26:33.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1929	E	08/08/2019 12:26:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1930	E	08/08/2019 12:26:34.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1932	E	08/08/2019 12:31:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1933	E	08/08/2019 12:31:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1934	E	08/08/2019 12:31:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1935	E	08/08/2019 12:31:34.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1937	E	08/08/2019 12:36:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1938	E	08/08/2019 12:36:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1939	E	08/08/2019 12:36:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1940	E	08/08/2019 12:36:34.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1942	E	08/08/2019 12:41:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1943	E	08/08/2019 12:41:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1944	E	08/08/2019 12:41:34.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1945	E	08/08/2019 12:41:35.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1947	E	08/08/2019 12:46:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1948	E	08/08/2019 12:46:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1949	E	08/08/2019 12:46:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1950	E	08/08/2019 12:46:35.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1952	E	08/08/2019 12:51:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1953	E	08/08/2019 12:51:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1954	E	08/08/2019 12:51:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1955	E	08/08/2019 12:51:35.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1957	E	08/08/2019 12:56:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1958	E	08/08/2019 12:56:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1959	E	08/08/2019 12:56:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1960	E	08/08/2019 12:56:36.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1962	E	08/08/2019 13:01:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1963	E	08/08/2019 13:01:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1964	E	08/08/2019 13:01:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1965	E	08/08/2019 13:01:36.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1967	E	08/08/2019 13:06:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1968	E	08/08/2019 13:06:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1969	E	08/08/2019 13:06:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1970	E	08/08/2019 13:06:36.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1972	E	08/08/2019 13:11:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1973	E	08/08/2019 13:11:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1974	E	08/08/2019 13:11:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1975	E	08/08/2019 13:11:36.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1977	E	08/08/2019 13:16:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1978	E	08/08/2019 13:16:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1979	E	08/08/2019 13:16:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1980	E	08/08/2019 13:16:36.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1982	E	08/08/2019 13:21:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1983	E	08/08/2019 13:21:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1984	E	08/08/2019 13:21:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1985	E	08/08/2019 13:21:36.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1987	E	08/08/2019 13:27:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1988	E	08/08/2019 13:27:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1989	E	08/08/2019 13:27:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1990	E	08/08/2019 13:27:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1992	E	08/08/2019 13:31:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1993	E	08/08/2019 13:31:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1994	E	08/08/2019 13:31:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1995	E	08/08/2019 13:31:37.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
1996	E	08/08/2019 13:32:00.00 	0x00001c0c	0x0821be00	0x01921484	0x00000803	0x000000a3
1998	E	08/08/2019 13:32:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
1999	E	08/08/2019 13:32:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2000	E	08/08/2019 13:32:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2001	E	08/08/2019 13:32:00.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2003	E	08/08/2019 13:36:35.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2004	E	08/08/2019 13:36:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2005	E	08/08/2019 13:36:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2006	E	08/08/2019 13:36:36.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2008	E	08/08/2019 13:41:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2009	E	08/08/2019 13:41:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2010	E	08/08/2019 13:41:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2011	E	08/08/2019 13:41:37.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2013	E	08/08/2019 13:46:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2014	E	08/08/2019 13:46:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2015	E	08/08/2019 13:46:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2016	E	08/08/2019 13:46:37.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2018	E	08/08/2019 13:51:36.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2019	E	08/08/2019 13:51:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2020	E	08/08/2019 13:51:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2021	E	08/08/2019 13:51:37.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2023	E	08/08/2019 13:56:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2024	E	08/08/2019 13:56:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2025	E	08/08/2019 13:56:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2026	E	08/08/2019 13:56:37.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2028	E	08/08/2019 14:01:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2029	E	08/08/2019 14:01:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2030	E	08/08/2019 14:01:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2031	E	08/08/2019 14:01:37.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2033	E	08/08/2019 14:11:37.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2034	E	08/08/2019 14:11:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2035	E	08/08/2019 14:11:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2036	E	08/08/2019 14:11:38.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2038	E	08/08/2019 14:16:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2039	E	08/08/2019 14:16:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2040	E	08/08/2019 14:16:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2041	E	08/08/2019 14:16:39.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
2043	E	08/08/2019 14:21:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
2044	E	08/08/2019 14:21:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
