Network: Continuum
CX/bCX Model: 5740
CX/bCX Firmware Version: 1100052
CX/bCX IP Address: 10.167.152.121
CX/bCX Enode ID: 21

Line	Level	Time Stamp	Error Code	TCB Addr	Prg Cntr	Data1	Data2
3366	E	08/09/2019 12:47:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3367	E	08/09/2019 12:47:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3368	E	08/09/2019 12:47:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3369	E	08/09/2019 12:47:39.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3371	E	08/09/2019 12:52:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3372	E	08/09/2019 12:52:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3373	E	08/09/2019 12:52:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3374	E	08/09/2019 12:52:39.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3376	E	08/09/2019 12:57:38.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3377	E	08/09/2019 12:57:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3378	E	08/09/2019 12:57:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3379	E	08/09/2019 12:57:39.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3381	E	08/09/2019 13:02:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3382	E	08/09/2019 13:02:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3383	E	08/09/2019 13:02:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3384	E	08/09/2019 13:02:39.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3386	E	08/09/2019 13:07:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3387	E	08/09/2019 13:07:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3388	E	08/09/2019 13:07:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3389	E	08/09/2019 13:07:40.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3391	E	08/09/2019 13:12:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3392	E	08/09/2019 13:12:39.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3393	E	08/09/2019 13:12:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3394	E	08/09/2019 13:12:40.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3396	E	08/09/2019 13:17:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3397	E	08/09/2019 13:17:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3398	E	08/09/2019 13:17:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3399	E	08/09/2019 13:17:40.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3401	E	08/09/2019 13:22:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3402	E	08/09/2019 13:22:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3403	E	08/09/2019 13:22:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3404	E	08/09/2019 13:22:40.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3406	E	08/09/2019 13:27:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3407	E	08/09/2019 13:27:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3408	E	08/09/2019 13:27:40.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3409	E	08/09/2019 13:27:40.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3411	E	08/09/2019 13:32:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3412	E	08/09/2019 13:32:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3413	E	08/09/2019 13:32:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3414	E	08/09/2019 13:32:41.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3416	E	08/09/2019 13:37:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3417	E	08/09/2019 13:37:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3418	E	08/09/2019 13:37:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3419	E	08/09/2019 13:37:41.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3421	E	08/09/2019 13:42:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3422	E	08/09/2019 13:42:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3423	E	08/09/2019 13:42:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3424	E	08/09/2019 13:42:42.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3426	E	08/09/2019 13:48:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3427	E	08/09/2019 13:48:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3428	E	08/09/2019 13:48:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3429	E	08/09/2019 13:48:47.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3431	E	08/09/2019 13:52:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3432	E	08/09/2019 13:52:41.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3433	E	08/09/2019 13:52:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3434	E	08/09/2019 13:52:42.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3436	E	08/09/2019 13:57:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3437	E	08/09/2019 13:57:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3438	E	08/09/2019 13:57:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3439	E	08/09/2019 13:57:42.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3441	E	08/09/2019 14:02:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3442	E	08/09/2019 14:02:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3443	E	08/09/2019 14:02:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3444	E	08/09/2019 14:02:42.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3446	E	08/09/2019 14:07:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3447	E	08/09/2019 14:07:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3448	E	08/09/2019 14:07:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3449	E	08/09/2019 14:07:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3451	E	08/09/2019 14:12:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3452	E	08/09/2019 14:12:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3453	E	08/09/2019 14:12:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3454	E	08/09/2019 14:12:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3456	E	08/09/2019 14:17:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3457	E	08/09/2019 14:17:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3458	E	08/09/2019 14:17:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3459	E	08/09/2019 14:17:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3461	E	08/09/2019 14:22:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3462	E	08/09/2019 14:22:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3463	E	08/09/2019 14:22:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3464	E	08/09/2019 14:22:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3466	E	08/09/2019 14:27:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3467	E	08/09/2019 14:27:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3468	E	08/09/2019 14:27:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3469	E	08/09/2019 14:27:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3470	E	08/09/2019 14:32:00.00 	0x00001c0c	0x0821be00	0x01921484	0x00000803	0x000006d6
3472	E	08/09/2019 14:32:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3473	E	08/09/2019 14:32:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3474	E	08/09/2019 14:32:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3475	E	08/09/2019 14:32:00.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3477	E	08/09/2019 14:32:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3478	E	08/09/2019 14:32:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3479	E	08/09/2019 14:32:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3480	E	08/09/2019 14:32:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3482	E	08/09/2019 14:37:42.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3483	E	08/09/2019 14:37:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3484	E	08/09/2019 14:37:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3485	E	08/09/2019 14:37:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3487	E	08/09/2019 14:42:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3488	E	08/09/2019 14:42:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3489	E	08/09/2019 14:42:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3490	E	08/09/2019 14:42:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3492	E	08/09/2019 14:47:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3493	E	08/09/2019 14:47:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3494	E	08/09/2019 14:47:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3495	E	08/09/2019 14:47:43.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3497	E	08/09/2019 14:52:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3498	E	08/09/2019 14:52:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3499	E	08/09/2019 14:52:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3500	E	08/09/2019 14:52:44.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3502	E	08/09/2019 14:57:43.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3503	E	08/09/2019 14:57:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3504	E	08/09/2019 14:57:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3505	E	08/09/2019 14:57:44.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3507	E	08/09/2019 15:02:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3508	E	08/09/2019 15:02:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3509	E	08/09/2019 15:02:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3510	E	08/09/2019 15:02:44.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3512	E	08/09/2019 15:07:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3513	E	08/09/2019 15:07:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3514	E	08/09/2019 15:07:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3515	E	08/09/2019 15:07:44.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3517	E	08/09/2019 15:12:44.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3518	E	08/09/2019 15:12:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3519	E	08/09/2019 15:12:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3520	E	08/09/2019 15:12:45.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3522	E	08/09/2019 15:18:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3523	E	08/09/2019 15:18:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3524	E	08/09/2019 15:18:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3525	E	08/09/2019 15:18:51.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3527	E	08/09/2019 15:22:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3528	E	08/09/2019 15:22:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3529	E	08/09/2019 15:22:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3530	E	08/09/2019 15:22:45.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3532	E	08/09/2019 15:27:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3533	E	08/09/2019 15:27:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3534	E	08/09/2019 15:27:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3535	E	08/09/2019 15:27:45.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3537	E	08/09/2019 15:32:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3538	E	08/09/2019 15:32:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3539	E	08/09/2019 15:32:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3540	E	08/09/2019 15:32:46.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3542	E	08/09/2019 15:37:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3543	E	08/09/2019 15:37:45.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3544	E	08/09/2019 15:37:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3545	E	08/09/2019 15:37:46.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3546	E	08/09/2019 15:38:00.00 	0x00001c0c	0x0821be00	0x01921484	0x00000803	0x0000005d
3548	E	08/09/2019 15:38:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3549	E	08/09/2019 15:38:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3550	E	08/09/2019 15:38:00.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3551	E	08/09/2019 15:38:00.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3553	E	08/09/2019 15:42:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3554	E	08/09/2019 15:42:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3555	E	08/09/2019 15:42:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3556	E	08/09/2019 15:42:46.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3558	E	08/09/2019 15:47:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3559	E	08/09/2019 15:47:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3560	E	08/09/2019 15:47:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3561	E	08/09/2019 15:47:46.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3563	E	08/09/2019 15:52:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3564	E	08/09/2019 15:52:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3565	E	08/09/2019 15:52:46.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3566	E	08/09/2019 15:52:46.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3568	E	08/09/2019 15:57:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3569	E	08/09/2019 15:57:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3570	E	08/09/2019 15:57:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3571	E	08/09/2019 15:57:47.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3573	E	08/09/2019 16:02:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3574	E	08/09/2019 16:02:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3575	E	08/09/2019 16:02:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3576	E	08/09/2019 16:02:47.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3578	E	08/09/2019 16:07:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3579	E	08/09/2019 16:07:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3580	E	08/09/2019 16:07:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3581	E	08/09/2019 16:07:47.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3583	E	08/09/2019 16:12:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3584	E	08/09/2019 16:12:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3585	E	08/09/2019 16:12:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3586	E	08/09/2019 16:12:48.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3588	E	08/09/2019 16:17:47.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3589	E	08/09/2019 16:17:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3590	E	08/09/2019 16:17:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3591	E	08/09/2019 16:17:48.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3593	E	08/09/2019 16:22:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3594	E	08/09/2019 16:22:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3595	E	08/09/2019 16:22:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3596	E	08/09/2019 16:22:48.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3598	E	08/09/2019 16:27:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3599	E	08/09/2019 16:27:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3600	E	08/09/2019 16:27:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3601	E	08/09/2019 16:27:48.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3603	E	08/09/2019 16:32:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3604	E	08/09/2019 16:32:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3605	E	08/09/2019 16:32:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3606	E	08/09/2019 16:32:48.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3608	E	08/09/2019 16:37:48.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3609	E	08/09/2019 16:37:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3610	E	08/09/2019 16:37:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3611	E	08/09/2019 16:37:49.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3613	E	08/09/2019 16:42:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3614	E	08/09/2019 16:42:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3615	E	08/09/2019 16:42:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3616	E	08/09/2019 16:42:49.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3618	E	08/09/2019 16:47:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3619	E	08/09/2019 16:47:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3620	E	08/09/2019 16:47:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3621	E	08/09/2019 16:47:49.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3623	E	08/09/2019 16:52:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3624	E	08/09/2019 16:52:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3625	E	08/09/2019 16:52:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3626	E	08/09/2019 16:52:50.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3628	E	08/09/2019 16:57:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3629	E	08/09/2019 16:57:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3630	E	08/09/2019 16:57:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3631	E	08/09/2019 16:57:50.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3633	E	08/09/2019 17:02:49.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3634	E	08/09/2019 17:02:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3635	E	08/09/2019 17:02:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3636	E	08/09/2019 17:02:50.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3638	E	08/09/2019 17:07:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3639	E	08/09/2019 17:07:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3640	E	08/09/2019 17:07:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3641	E	08/09/2019 17:07:50.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3643	E	08/09/2019 17:12:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3644	E	08/09/2019 17:12:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3645	E	08/09/2019 17:12:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3646	E	08/09/2019 17:12:50.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3648	E	08/09/2019 17:17:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3649	E	08/09/2019 17:17:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3650	E	08/09/2019 17:17:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3651	E	08/09/2019 17:17:51.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3653	E	08/09/2019 17:22:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3654	E	08/09/2019 17:22:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3655	E	08/09/2019 17:22:51.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3656	E	08/09/2019 17:22:51.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3658	E	08/09/2019 17:27:50.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3659	E	08/09/2019 17:27:51.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3660	E	08/09/2019 17:27:51.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3661	E	08/09/2019 17:27:51.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3663	E	08/09/2019 17:33:57.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3664	E	08/09/2019 17:33:57.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3665	E	08/09/2019 17:33:57.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3666	E	08/09/2019 17:33:57.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3668	E	08/09/2019 17:36:08.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3669	E	08/09/2019 17:36:08.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3670	E	08/09/2019 17:36:08.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3671	E	08/09/2019 17:36:08.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3673	E	08/09/2019 17:37:51.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3674	E	08/09/2019 17:37:51.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3675	E	08/09/2019 17:37:51.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
3676	E	08/09/2019 17:37:52.00 	0x00001c0b	0x0824b600	0x01922e56	0x00000803	0x018765e4
3678	E	08/09/2019 17:42:51.00 	0x00000803	0x0824b600	0x01922e56	0x00001b82	0x018765e4
